textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
227,227,i wasnt feeling well yesterday morning afternoon so i just laid in bed and ended up in the all too familiar youtube black hole,joy,wasnt feeling well yesterday morning afternoon laid bed ended familiar youtube black hole,-0.2924
228,228,i have these terrible feelings that i hyped myself up to be more talented than i am,joy,terrible feeling hyped talented,0.1779
229,229,i do take on a half marathon challenge then i will wait and see how the body feels as to whether there will be a pb attempt or a casual kilometre shuffle,joy,take half marathon challenge wait see body feel whether pb attempt casual kilometre shuffle,0.2732
230,230,i couldn t help but feel pissed off at both sides of the debate and the unnecessary dichotomy itself,anger,help feel pissed side debate unnecessary dichotomy,-0.3612
231,231,i feel like i cant be respected if i have self respect because it is so regular to now hate your self,joy,feel like cant respected self respect regular hate self,-0.7437
232,232,i smiled at him feeling his longing and said maybe later buddy but i have to make lunch now,love,smiled feeling longing said maybe later buddy make lunch,0.5994
233,233,i am truly unfortunate the majority of the time i m usually drained but i obtain it hard to get from bed i really feel restless and others,fear,truly unfortunate majority time usually drained obtain hard get bed really feel restless others,-0.6573
234,234,i am feeling rather damaged,sadness,feeling rather damaged,-0.34
235,235,i said i feel ugly today,sadness,said feel ugly today,-0.5106
236,236,i left my garmin on my bike so i was going to have to do this by feel coming out of transition its amazing hearing cheers and your adrenaline is just going crazy,joy,left garmin bike going feel coming transition amazing hearing cheer adrenaline going crazy,0.6908
237,237,i feel so smart when i find ways to trick myself like this,joy,feel smart find way trick like,0.6124
238,238,i love to dance but often feel inhibited by my own body unsure what i am capable of hyper concerned about other people watching me and having opinions on my style or just feeling awkward as if i have no idea what i am supposed to do here,fear,love dance often feel inhibited body unsure capable hyper concerned people watching opinion style feeling awkward idea supposed,0.6486
239,239,i feel like cards are the perfect thing to make with them,joy,feel like card perfect thing make,0.7351
240,240,i feel like some heroine of some tragic manga,sadness,feel like heroine tragic manga,0.4939
241,241,i just feel safer than working part time casual at hr,joy,feel safer working part time casual hr,0.5574
242,242,i was ambushed again it was apparently my fault again i feel worthless,sadness,ambushed apparently fault feel worthless,-0.6808
243,243,i feel privileged to be a part of something so eternal and so precious to the lord jesus he shed his blood so that churches like this could exist,joy,feel privileged part something eternal precious lord jesus shed blood church like could exist,0.8442
244,244,i feel wholly inadequate to the task before me,sadness,feel wholly inadequate task,-0.4019
245,245,i have a feeling this is a bit naughty scanning an article from a magazine but i know that so many people would love to read thi,love,feeling bit naughty scanning article magazine know many people would love read thi,0.6908
246,246,i see you on the pitchers mound at our little league diamond i feel so anxious for you because it looks so isolated over there,fear,see pitcher mound little league diamond feel anxious look isolated,-0.2911
247,247,i feel like i am joining the masses which goes against my rebellion of the popular mentality ha i m so goth but i take peace in knowing that i am not making the same resolutions as everyone else,joy,feel like joining mass go rebellion popular mentality ha goth take peace knowing making resolution everyone else,0.8658
248,248,i feel disillusioned with the occult so i have come to feel a greater connection to the earth,sadness,feel disillusioned occult come feel greater connection earth,-0.1027
249,249,i feel stupid whenever this happens,sadness,feel stupid whenever happens,-0.5267
250,250,i come home and feel so shitty i cant bring myself to do all the work i need to do,sadness,come home feel shitty cant bring work need,-0.5574
251,251,i feel like my irritable sensitive combination skin has finally met it s match,anger,feel like irritable sensitive combination skin finally met match,-0.1531
252,252,i like it though its very over the top but makes me feel clever by association,joy,like though top make feel clever association,0.743
253,253,i will practice meditation if i feel overwhelmed and hopefully become successful in peaceful practice,surprise,practice meditation feel overwhelmed hopefully become successful peaceful practice,0.872
254,254,i feel like it was all in vain cant be right and feel this wrong this heart of mine is just,sadness,feel like vain cant right feel wrong heart mine,0.308
255,255,i hope everyone can help with charity work without feeling stressed about such things,sadness,hope everyone help charity work without feeling stressed thing,0.8429
256,256,i feel so guilty for putting my child in daycare,sadness,feel guilty putting child daycare,-0.4215
257,257,i get frustrated that unresolved issues from my past have had a severe negative effect on my behavior and feel he must be angry that i have not resolved them by now,anger,get frustrated unresolved issue past severe negative effect behavior feel must angry resolved,-0.9062
258,258,i feel blessed beyond blessed to share my life with you each week,love,feel blessed beyond blessed share life week,0.875
259,259,i feel devastated over things that i have lost i will remind myself to be grateful for what i still have,sadness,feel devastated thing lost remind grateful still,-0.5106
